country,year,female_suicides,male_suicides
Poland,2001,24.09,156.56
Poland,2002,29.05,154.22
Poland,2003,25.73,154.42
Poland,2004,26.24,161.5
Poland,2005,25.41,160.63
Poland,2006,25.94,156.91
Poland,2007,23.35,143.12
Poland,2008,23.38,154
Poland,2009,26.58,170.52
Poland,2010,23.53,167.11
Poland,2011,21.17,162.69
Poland,2012,22.94,169.43
Poland,2013,23.16,164.43
Poland,2014,22.35,155.95
Poland,2015,20.13,146.86
Poland,2017,1.58,11.13
Poland,2018,1.51,10.93
Poland,2019,1.61,11.23
Portugal,1985,39.6,125.22
Portugal,1986,36.03,129.5
Portugal,1987,35.45,135.88
Portugal,1988,26.84,110.91
Portugal,1989,27.98,102.34
Portugal,1990,33.61,116.6
Portugal,1991,30.25,134.91
Portugal,1992,30.95,117.35
Portugal,1993,25.39,100.44
Portugal,1994,24.46,99.36
Portugal,1995,29.75,99.18
Portugal,1996,22.01,93.76
Portugal,1997,17.69,84.49
Portugal,1998,18.14,68.92
Portugal,1999,19.87,69.59
Portugal,2000,14.22,71.66
Portugal,2001,20.93,94.8
Portugal,2002,30.4,141.43
Portugal,2003,30.96,135.5
Portugal,2007,29.46,114.09
Portugal,2008,26.18,114.84
Portugal,2009,24.05,115.65
Portugal,2010,28.67,120.17
Portugal,2011,21.99,105.87
Portugal,2012,22.86,116.54
Portugal,2013,24.57,108.16
Portugal,2014,29.72,124.17
Portugal,2017,2.66,7.63
Portugal,2018,2.52,7.17
Puerto Rico,1985,18.91,135.7
Puerto Rico,1986,17.81,160.42
Puerto Rico,1987,17.56,126.2
Puerto Rico,1988,9.67,152.02
Puerto Rico,1989,14.66,154.88
Puerto Rico,1990,12.36,169.22
Puerto Rico,1991,13.17,171.64
Puerto Rico,1992,12.24,123.07
Puerto Rico,1993,9.72,141.53
Puerto Rico,1994,11.21,136.07
Puerto Rico,1995,10.72,110.15
Puerto Rico,1996,12.99,126.82
Puerto Rico,1997,4.74,94.52
Puerto Rico,1998,9.42,121.65
Puerto Rico,1999,11.23,106.08
Puerto Rico,2000,8.39,99.87
Puerto Rico,2001,10.78,96.11
Puerto Rico,2002,10.85,80.74
Puerto Rico,2003,5.78,91.21
Puerto Rico,2004,7.03,101.92
Puerto Rico,2005,12.6,92.51
Puerto Rico,2006,6.1,89.2
Puerto Rico,2007,12.78,80.3
Puerto Rico,2008,13.71,93.37
Puerto Rico,2009,7.93,116.97
Puerto Rico,2010,12.47,91.37
Puerto Rico,2011,11.42,79.13
Puerto Rico,2012,12.03,75.07
Puerto Rico,2013,9.67,80.92
Puerto Rico,2014,8.5,68.59
Puerto Rico,2015,7.28,78.3
Puerto Rico,2017,1.05,6.38
Qatar,2001,10.37,16.93
Qatar,2004,1.81,13.44
Qatar,2005,1.61,17.19
Qatar,2006,7.87,79.43
Qatar,2007,5.41,23.2
Qatar,2008,2.28,11.27
Qatar,2009,3.95,15.95
Qatar,2010,0.88,11.95
Qatar,2011,5.07,13.78
Qatar,2012,3.72,9.55
Qatar,2013,0.7,7.53
Qatar,2014,6.27,12.72
Qatar,2015,6.53,12.31
Qatar,2016,2.88,13.55
Republic of Korea,1985,38.29,108.36
Republic of Korea,1986,32.34,110.97
Republic of Korea,1987,32.33,95.91
Republic of Korea,1988,32.99,81.59
Republic of Korea,1989,33.26,88.14
Republic of Korea,1990,35.37,85.16
Republic of Korea,1991,34.49,81.69
Republic of Korea,1992,37.86,89.53
Republic of Korea,1993,47.58,111.9
Republic of Korea,1994,49.55,115.85
Republic of Korea,1995,52.81,126.47
Republic of Korea,1996,63.53,153.46
Republic of Korea,1997,65.98,160.82
Republic of Korea,1998,82.75,219.57
Republic of Korea,1999,72.74,184.78
Republic of Korea,2000,71.17,177.42
Republic of Korea,2001,79.09,194.45
Republic of Korea,2002,108.93,252.11
Republic of Korea,2003,131.28,322.84
Republic of Korea,2004,140.23,329.47
Republic of Korea,2005,145.35,333.69
Republic of Korea,2006,128,292.46
Republic of Korea,2007,149.6,316.94
Republic of Korea,2008,147.04,305.24
Republic of Korea,2009,170.89,348.63
Republic of Korea,2010,158.52,359.68
Republic of Korea,2011,147.84,367.21
Republic of Korea,2012,132.32,310.94
Republic of Korea,2013,121.14,307.43
Republic of Korea,2014,107.91,277.42
Republic of Korea,2015,103.95,285.19
Republic of Korea,2017,1272.06,2035.56
Republic of Korea,2018,1320.22,1998.67
Republic of Korea,2019,1357.08,1931.31
Republic of Moldova,2017,65.25,406.41
Republic of Moldova,2018,59.81,397.19
Romania,1989,38.02,119.75
Romania,1990,33.56,92.36
Romania,1991,32.15,101.23
Romania,1992,34.95,129.23
Romania,1993,34.43,127.64
Romania,1994,33.88,138.9
Romania,1995,28.23,127.95
Romania,1996,26.23,133.75
Romania,1997,26.72,134.88
Romania,1998,25.85,135.44
Romania,1999,28,130.27
Romania,2000,29.29,129.9
Romania,2001,24.69,124.42
Romania,2002,29.39,144.21
Romania,2003,27.38,132.33
Romania,2004,24.68,126.51
Romania,2005,26.51,119.5
Romania,2006,25.81,123.28
Romania,2007,24.66,111.4
Romania,2008,24.35,116.05
Romania,2009,21.29,122.73
Romania,2010,24.28,125.76
Romania,2011,21.34,117.44
Romania,2012,19.11,122.92
Romania,2013,19.93,118.06
Romania,2014,17.7,113.33
Romania,2015,19.22,114.33
Romania,2016,17.53,98.8
Romania,2017,1.69,8.17
Romania,2018,1.67,8.33
Romania,2019,1.24,7.75
Russian Federation,1989,80.61,318.21
Russian Federation,1990,79.96,319.21
Russian Federation,1991,76.61,319.79
Russian Federation,1992,80.28,357.2
Russian Federation,1993,87.57,434.49
Russian Federation,1994,89.82,477.82
Russian Federation,1995,93.26,454.12
Russian Federation,1996,85.66,440.62
Russian Federation,1997,84.58,423.51
Russian Federation,1998,80.57,394.17
Russian Federation,1999,86.95,423.18
Russian Federation,2000,79.54,424.93
Russian Federation,2001,77.92,426.73
Russian Federation,2002,78.4,410.15
Russian Federation,2003,73.12,395.79
Russian Federation,2004,70.07,377.54
Russian Federation,2005,63.87,356.47
Russian Federation,2006,63.16,338.15
Russian Federation,2007,63.52,323.47
Russian Federation,2008,60.28,306.52
Russian Federation,2009,55.93,296.87
Russian Federation,2010,50.09,269.12
Russian Federation,2011,49.3,250.38
Russian Federation,2012,47.56,237.95
Russian Federation,2013,42.56,231.41
Russian Federation,2014,40.52,218.7
Russian Federation,2015,37.66,199.26
Russian Federation,2017,2.39,5.23
Russian Federation,2018,2.16,5.21
Russian Federation,2019,2,5.22
Saint Lucia,1987,9.8,131.62
Saint Lucia,1988,100.79,81.42
Saint Lucia,1989,30.9,58.01
Saint Lucia,1990,9.53,17.39
Saint Lucia,1994,14.39,31.41
Saint Lucia,1995,7.7,74.01
Saint Lucia,1996,13.53,47.5
Saint Lucia,1998,45.37,73.66
Saint Lucia,1999,6.77,68.17
Saint Lucia,2000,27.3,170.56
Saint Lucia,2002,56.01,131.51
Saint Lucia,2003,49.37,83.89
Saint Lucia,2010,6.38,23.93
Saint Lucia,2012,4.06,80.97
Saint Lucia,2013,4.01,110.09
Saint Lucia,2014,20.3,71.26
Saint Vincent and the Grenadines,1996,10.9,74.16
Saint Vincent and the Grenadines,2001,12.33,148.33
Saint Vincent and the Grenadines,2002,8.59,194.34
Saint Vincent and the Grenadines,2005,8.01,64.1
Saint Vincent and the Grenadines,2006,7.88,114.19
Saint Vincent and the Grenadines,2008,7.66,32.63
Saint Vincent and the Grenadines,2011,16.42,30.56
Saint Vincent and the Grenadines,2012,24.89,72.4
Saint Vincent and the Grenadines,2015,11.02,17.06
Serbia,1998,76.83,230.22
Serbia,1999,98.6,246.13
Serbia,2000,87.01,237.15
Serbia,2001,72.62,224.38
Serbia,2002,72.58,223.33
Serbia,2003,66.47,204.8
Serbia,2004,57.12,205.39
Serbia,2005,74.03,212.29
Serbia,2006,76.11,209.96
Serbia,2007,63.69,194.76
Serbia,2008,63.26,179.35
Serbia,2009,61.59,196.84
Serbia,2010,51.65,182.83
Serbia,2011,58.04,185.41
Serbia,2012,51.3,183.23
Serbia,2013,44.78,172.95
Serbia,2014,47.11,169.67
Serbia,2015,45.29,160.68
Serbia,2018,3.28,10.31
Serbia,2019,3.5,10.05
Serbia,2020,3.09,9.89
Seychelles,1985,13.33,142.85
Seychelles,2001,10.39,77.18
Seychelles,2003,18.31,81.69
Seychelles,2005,14.33,57.17
Seychelles,2007,12.96,134.68
Seychelles,2014,20.54,22.79
Seychelles,2015,16.79,64.46
Seychelles,2017,2.09,5.22
Seychelles,2019,1.02,6.15
Singapore,1985,131.49,221.87
Singapore,1986,161.67,162.94
Singapore,1987,109.93,163.63
Singapore,1988,137.47,222.72
Singapore,1989,163.16,190.95
Singapore,1990,118.25,153.78
Singapore,1991,99.4,129.98
Singapore,1992,92.3,113.12
Singapore,1993,83.7,151.44
Singapore,1994,97.17,149.68
Singapore,1995,99.12,183.64
Singapore,1996,74.39,134.55
Singapore,1997,66.19,140.46
Singapore,1998,84.86,130.5
Singapore,1999,43.5,122.95
Singapore,2000,53.22,111.12
Singapore,2001,57.16,110.64
Singapore,2002,69.17,103.22
Singapore,2003,60.25,112.49
Singapore,2004,57.1,110.38
Singapore,2005,47.96,132.37
Singapore,2006,61.2,87.55
Singapore,2007,57.22,108.54
Singapore,2008,44.63,105.62
Singapore,2009,49.37,100.21
Singapore,2010,37.91,91.32
Singapore,2011,40.09,76.87
Singapore,2012,49.48,92.14
Singapore,2013,39.84,98.03
Singapore,2014,31.63,100.15
Singapore,2015,37.67,71.62
Singapore,2017,1.94,3.53
Singapore,2018,1.72,4.2
Singapore,2019,1.86,3.79
Singapore,2020,1.93,4.38
Slovakia,1992,35.06,179.17
Slovakia,1993,30.66,164.68
Slovakia,1994,25.23,159.81
Slovakia,1995,28.86,169.84
Slovakia,1996,24.56,149.94
Slovakia,1997,25.92,138.18
Slovakia,1998,20.06,141.78
Slovakia,1999,22.46,149.62
Slovakia,2000,29.92,150.16
Slovakia,2001,25.41,146.47
Slovakia,2002,24.2,167.57
Slovakia,2003,21.68,147.48
Slovakia,2004,22.88,128.02
Slovakia,2005,20.24,145.13
Slovakia,2008,18.07,116.13
Slovakia,2009,11.53,127.55
Slovakia,2010,19.16,124.52
Slovakia,2012,12.45,117.03
Slovakia,2013,16.5,127.41
Slovakia,2014,16.43,116.39
Slovakia,2017,165.13,759.11
Slovakia,2018,183.4,826.51
Slovakia,2019,134.59,742.65
Slovenia,1995,80.08,313.79
Slovenia,1996,84.2,336.91
Slovenia,1997,71.17,338.93
Slovenia,1998,85.45,328.15
Slovenia,1999,75.31,318.05
Slovenia,2000,89.31,314.81
Slovenia,2001,75.55,347.85
Slovenia,2002,62.65,291.65
Slovenia,2003,73.38,303.18
Slovenia,2004,82.66,215.82
Slovenia,2005,62.47,274.94
Slovenia,2006,65.11,282.76
Slovenia,2007,57.65,233.8
Slovenia,2008,46.92,216.17
Slovenia,2009,52.17,216.54
Slovenia,2010,39.15,226.44
Slovenia,2011,47.22,234.44
Slovenia,2012,41.56,238.18
Slovenia,2013,47.39,235.63
Slovenia,2014,34.13,206.24
Slovenia,2015,47.14,217.67
Slovenia,2017,4.07,15.82
Slovenia,2018,3.81,13.21
Slovenia,2019,4.17,14.6
Slovenia,2020,3.47,14.03
South Africa,1996,1.25,6.78
South Africa,1997,1.7,3.25
South Africa,1998,1.72,5.98
South Africa,1999,2.35,8.52
South Africa,2000,1.67,7.87
South Africa,2001,1.73,10.7
South Africa,2002,1.33,5.65
South Africa,2003,2.56,6.68
South Africa,2004,2.48,10.15
South Africa,2005,3.63,11.66
South Africa,2006,3.19,14.73
South Africa,2007,3.66,8.46
South Africa,2008,2.5,11.64
South Africa,2009,2.52,8.19
South Africa,2010,2.67,10.42
South Africa,2011,2.26,7.05
South Africa,2012,2.57,10.99
South Africa,2013,3.14,11.76
South Africa,2014,2.77,12.31
South Africa,2015,2.39,10.61
South Africa,2017,0.17,0.5
South Africa,2018,0.14,0.4
Spain,1985,26.08,88.85
Spain,1986,26.7,93.13
Spain,1987,27.83,94.31
Spain,1988,29.2,98.08
Spain,1989,27.79,98.7
Spain,1990,29.27,99.97
Spain,1991,28.16,93.68
Spain,1992,23.96,95.05
Spain,1993,25.29,95.56
Spain,1994,24.87,99.45
Spain,1995,24.92,98.89
Spain,1996,27.96,98.57
Spain,1997,27.83,103.49
Spain,1998,24.12,99.92
Spain,1999,25.11,93.97
Spain,2000,24.74,97.47
Spain,2001,22.53,89.87
Spain,2002,23.23,92.41
Spain,2003,23.19,93.3
Spain,2004,23.93,88.7
Spain,2005,22.6,85.06
Spain,2006,19.33,80.54
Spain,2007,20.2,78.75
Spain,2008,19.57,78.95
Spain,2009,18.72,79.3
Spain,2010,16.01,71.43
Spain,2011,17.32,71.27
Spain,2012,18.65,78.23
Spain,2013,22.23,79.09
Spain,2014,22.43,81.92
Spain,2015,21.24,76.14
Spain,2017,2.06,6.78
Spain,2018,1.97,5.6
Spain,2019,1.91,6.81
Spain,2020,2.15,7.08
Sri Lanka,1985,143.3,415.42
Sri Lanka,1986,123.5,406.3
Sri Lanka,1996,85.68,310.03
Sri Lanka,1997,113.69,358.41
Sri Lanka,1998,92.88,358.27
Sri Lanka,1999,100.76,344.48
Sri Lanka,2000,92.78,334.51
Sri Lanka,2001,70.9,287.16
Sri Lanka,2002,65.34,274.07
Sri Lanka,2003,67.33,285.42
Sri Lanka,2006,66.75,261.98
Suriname,1985,127.45,343.39
Suriname,1986,57.4,154.59
Suriname,1987,55.23,196.47
Suriname,1988,79.94,129.78
Suriname,1989,67.08,145.04
Suriname,1990,10.06,204.03
Suriname,1991,89.89,125.57
Suriname,1992,35.31,102.65
Suriname,1995,39.44,143.08
Suriname,1996,11.39,72.88
Suriname,1997,28,87.69
Suriname,1998,19.12,82.83
Suriname,1999,37.36,179.34
Suriname,2000,39.43,88.5
Suriname,2001,45.51,172.58
Suriname,2002,71.96,142.27
Suriname,2003,47.04,198.96
Suriname,2004,59.28,142.82
Suriname,2005,45.69,165.48
Suriname,2006,69.43,228.83
Suriname,2007,102.59,253.55
Suriname,2008,91.08,325.74
Suriname,2009,85.85,283.86
Suriname,2010,138.06,287.24
Suriname,2011,68.26,285.05
Suriname,2012,76.04,378.07
Suriname,2013,73.62,213.18
Suriname,2014,88.62,268.72
Sweden,1987,64.14,166.77
Sweden,1988,64.63,167.04
Sweden,1989,63.26,175.08
Sweden,1990,60.73,161.32
Sweden,1991,59.6,157.94
Sweden,1992,55.76,145.02
Sweden,1993,56,144.97
Sweden,1994,53.11,142.58
Sweden,1995,54.57,137.15
Sweden,1996,50.24,128
Sweden,1997,44.26,122.93
Sweden,1998,45.89,129.91
Sweden,1999,46.22,126.42
Sweden,2000,41.81,120.69
Sweden,2001,45.8,121.69
Sweden,2002,40.89,121.82
Sweden,2003,45.31,108.1
Sweden,2004,40.78,116.63
Sweden,2005,47.76,116.86
Sweden,2006,48.09,112.67
Sweden,2007,38.66,108.73
Sweden,2008,40.42,115.26
Sweden,2009,42.07,118.33
Sweden,2010,36.05,110.49
Sweden,2011,39.72,102.05
Sweden,2012,39.07,109.04
Sweden,2013,45.17,113.03
Sweden,2014,42.93,106.12
Sweden,2015,40.3,109
Sweden,2016,41.02,97.82
Sweden,2017,3.46,8.37
Sweden,2018,3.76,8.74
Switzerland,1995,66.21,216.86
Switzerland,1996,70.69,209.2
Switzerland,1997,68.61,198.16
Switzerland,1998,61.36,212.06
Switzerland,1999,62.05,189.93
Switzerland,2000,66.98,199.22
Switzerland,2001,66.32,195.37
Switzerland,2002,77.11,196.59
Switzerland,2003,72.74,169.92
Switzerland,2004,71.28,170.99
Switzerland,2005,65.67,180.52
Switzerland,2006,72.31,169.32
Switzerland,2007,74.25,181.56
Switzerland,2008,73.43,164.08
Switzerland,2009,39.42,140.71
Switzerland,2010,38.72,121.8
Switzerland,2011,38.67,129.55
Switzerland,2012,38.27,127.12
Switzerland,2013,37.56,132.7
Switzerland,2014,37.83,124.27
Switzerland,2015,36.82,127.84
Switzerland,2017,3.19,9.15
Switzerland,2018,3.41,8.39
Tajikistan,2017,0.71,1.28
Thailand,1985,30.8,51.74
Thailand,1986,23.13,48.78
Thailand,1987,28.51,53.31
Thailand,1990,30.45,65.47
Thailand,1991,26.11,60.35
Thailand,1992,24.92,58.18
Thailand,1994,15.03,41.24
Thailand,1995,24.65,68.87
Thailand,1996,23.24,69.81
Thailand,1997,18.68,67.69
Thailand,1998,22.23,77.33
Thailand,1999,24.38,84.65
Thailand,2000,23.98,82.12
Thailand,2002,24.06,79.06
Thailand,2003,21.12,70.04
Thailand,2004,20.69,65.37
Thailand,2005,16.84,61.15
Thailand,2006,13.55,55.49
Thailand,2007,16.42,62.72
Thailand,2008,17.57,60.61
Thailand,2009,16.15,62.41
Thailand,2010,16.39,64.11
Thailand,2011,17.62,59.97
Thailand,2012,17.66,63.03
Thailand,2013,16.42,63.14
Thailand,2014,16.63,60.33
Thailand,2015,15.37,65.78
Thailand,2016,15.34,61.98
Thailand,2017,1.2,4.94
Thailand,2018,1.31,5.29
Thailand,2019,1.59,6.47
Trinidad and Tobago,1985,4.59,25.58
Trinidad and Tobago,1986,41.56,81.57
Trinidad and Tobago,1987,25.19,130.35
Trinidad and Tobago,1988,55.23,173.52
Trinidad and Tobago,1989,43.24,154.92
Trinidad and Tobago,1990,48.53,137.85
Trinidad and Tobago,1991,32.52,121.02
Trinidad and Tobago,1992,26.54,167.85
Trinidad and Tobago,1993,26.12,135.41
Trinidad and Tobago,1994,29.86,129.54
Trinidad and Tobago,1995,35.4,207.53
Trinidad and Tobago,1996,42.73,153.63
Trinidad and Tobago,1997,28.99,160.4
Trinidad and Tobago,1998,34.6,161.44
Trinidad and Tobago,1999,31.34,113.98
Trinidad and Tobago,2000,49.6,148.72
Trinidad and Tobago,2001,36.06,169.27
Trinidad and Tobago,2002,27.03,131.98
Trinidad and Tobago,2003,34.62,123.63
Trinidad and Tobago,2004,30.55,157.73
Trinidad and Tobago,2005,28.57,115.57
Trinidad and Tobago,2006,21.59,112.3
Trinidad and Tobago,2007,20.38,123.2
Trinidad and Tobago,2008,30.59,147.66
Trinidad and Tobago,2009,17.62,102.62
Trinidad and Tobago,2010,25.43,125.07
Trinidad and Tobago,2011,21.91,116.78
Turkey,2009,5.19,16.1
Turkey,2010,7.68,24.01
Turkey,2011,5.47,17.6
Turkey,2012,7.05,21.35
Turkey,2013,8.65,26.77
Turkey,2014,7.35,23.48
Turkey,2015,7.05,21.42
Turkey,2019,0.93,3.15
Turkmenistan,1987,65.25,108.36
Turkmenistan,1988,51.6,110.85
Turkmenistan,1989,42.86,92.47
Turkmenistan,1990,60.47,111.54
Turkmenistan,1991,38.1,88.84
Turkmenistan,1992,41.93,69.92
Turkmenistan,1993,31.75,83.68
Turkmenistan,1994,55.53,61.39
Turkmenistan,1995,17.8,72.64
Turkmenistan,1996,26.64,77
Turkmenistan,1997,21.63,79.34
Turkmenistan,1998,38.23,98.27
Turkmenistan,1999,35.07,109.99
Turkmenistan,2000,30.58,81.55
Turkmenistan,2001,20.23,113.23
Turkmenistan,2002,22.29,93.14
Turkmenistan,2003,25.13,81.89
Turkmenistan,2004,27.2,85.6
Turkmenistan,2005,24.55,109.64
Turkmenistan,2006,29.06,114.78
Turkmenistan,2007,23.12,73.57
Turkmenistan,2008,28.29,89.29
Turkmenistan,2009,8.47,34.07
Turkmenistan,2010,9.61,36.14
Turkmenistan,2011,8.5,23.13
Turkmenistan,2012,6.39,24.21
Turkmenistan,2013,5.63,17.66
Turkmenistan,2014,9.17,18.98
Turkmenistan,2015,9.95,18.53
Ukraine,1987,63.22,230.82
Ukraine,1988,61.66,225.06
Ukraine,1989,63.35,252.97
Ukraine,1990,58.21,238.49
Ukraine,1991,57.98,239.93
Ukraine,1992,58.11,264.38
Ukraine,1993,63.79,288.32
Ukraine,1994,67.37,316.92
Ukraine,1995,62.61,334.06
Ukraine,1996,62.08,341.34
Ukraine,1997,65.65,330.02
Ukraine,1998,67.18,322.97
Ukraine,1999,64.18,311.88
Ukraine,2000,63.59,313.6
Ukraine,2001,53.36,294.78
Ukraine,2002,51.92,292.13
Ukraine,2003,51.73,285.34
Ukraine,2004,45.77,261.28
Ukraine,2005,43.12,254.06
Ukraine,2006,41.34,241.45
Ukraine,2007,40.39,240.73
Ukraine,2008,42.16,232.34
Ukraine,2009,42.94,236.32
Ukraine,2010,40.29,222.78
Ukraine,2011,42.09,221.91
Ukraine,2012,43.09,225.38
Ukraine,2014,41.83,208.67
Ukraine,2015,38.08,206.64
Ukraine,2017,2.59,12.16
Ukraine,2018,2.48,10.69
Ukraine,2019,2.43,10.68
United Arab Emirates,2005,5.28,10.77
United Arab Emirates,2006,8.44,8.11
United Arab Emirates,2007,7.46,8.53
United Arab Emirates,2008,4.09,7.77
United Arab Emirates,2009,3.61,8.12
United Arab Emirates,2010,5.93,16.78
United Kingdom,1985,34.9,81.55
United Kingdom,1986,30.52,81.49
United Kingdom,1987,27.3,76.51
United Kingdom,1988,28.43,86.12
United Kingdom,1989,23.56,75.63
United Kingdom,1990,22.93,80.41
United Kingdom,1991,21.62,77.18
United Kingdom,1992,21.82,76.93
United Kingdom,1993,21.51,75.34
United Kingdom,1994,20.5,74.26
United Kingdom,1995,19.69,72.65
United Kingdom,1996,19.79,68.53
United Kingdom,1997,18.5,70.28
United Kingdom,1998,19.71,71.05
United Kingdom,1999,20.1,72.34
United Kingdom,2000,19,68.33
United Kingdom,2001,17.63,67.51
United Kingdom,2002,18.72,63.99
United Kingdom,2003,17.66,62.49
United Kingdom,2004,19.1,63.62
United Kingdom,2005,18.4,60.76
United Kingdom,2006,16.85,61.32
United Kingdom,2007,15.76,59.16
United Kingdom,2008,17.26,63.45
United Kingdom,2009,16.81,61.19
United Kingdom,2010,17.15,60.26
United Kingdom,2011,16.51,61.78
United Kingdom,2012,16.15,63.32
United Kingdom,2013,16.88,68.04
United Kingdom,2014,17.99,65.94
United Kingdom,2015,20.05,66.69
United Kingdom,2017,1.64,5.3
United Kingdom,2018,1.84,5.71
United Kingdom,2019,1.93,6.8
United States,1985,31.86,152.86
United States,1986,33.36,158.29
United States,1987,32.11,159.55
United States,1988,31.07,156.64
United States,1989,29.68,152.76
United States,1990,29.89,157.91
United States,1991,28.63,155.14
United States,1992,28.42,149.35
United States,1993,28.33,150.79
United States,1994,27.17,148.86
United States,1995,26.73,146.36
United States,1996,25.79,140.66
United States,1997,26.06,135.9
United States,1998,25.73,134.78
United States,1999,24.05,126.72
United States,2000,22.96,123.62
United States,2001,23.26,124.96
United States,2002,24.07,125.95
United States,2003,23.88,121.76
United States,2004,25.62,121.28
United States,2005,25.17,121.51
United States,2006,25.43,119.7
United States,2007,26.3,122.82
United States,2008,27.35,125.89
United States,2009,27.68,126.51
United States,2010,28.6,130.29
United States,2011,29.93,132.43
United States,2012,30.7,134.44
United States,2013,31.54,135.13
United States,2014,33.21,138.12
United States,2015,35.23,140.18
United States,2017,2.49,2.41
United States,2018,2.54,2.41
United States,2019,2.06,2.38
United States,2020,2.02,2.37
Uruguay,1985,22.19,156.42
Uruguay,1986,26.77,145.7
Uruguay,1987,30.6,133.83
Uruguay,1988,27.09,137.37
Uruguay,1989,30,166.46
Uruguay,1990,30.37,150.3
Uruguay,1993,43.46,179.56
Uruguay,1994,32.59,181.41
Uruguay,1995,45.55,192.39
Uruguay,1996,35.94,151.99
Uruguay,1997,36.2,197.71
Uruguay,1998,43.15,220.93
Uruguay,1999,31.37,212.25
Uruguay,2000,36.25,238.02
Uruguay,2001,39.65,196.47
Uruguay,2002,54.44,277.25
Uruguay,2003,43.58,215.67
Uruguay,2004,41.17,217.32
Uruguay,2005,45.12,196.19
Uruguay,2006,46.82,201.29
Uruguay,2007,48.2,218.11
Uruguay,2008,40.92,193.61
Uruguay,2009,37.51,200.24
Uruguay,2010,45,212.43
Uruguay,2012,42.58,221.77
Uruguay,2013,46.42,202.67
Uruguay,2014,44.31,204.33
Uruguay,2015,46.99,223.03
Uruguay,2017,3.92,16.19
Uruguay,2018,4.81,15.87
Uruguay,2019,4.35,16.74
Uzbekistan,1990,41.24,88.12
Uzbekistan,1991,35.67,88.51
Uzbekistan,1992,32.81,78.48
Uzbekistan,1993,31.18,80.58
Uzbekistan,1994,31.66,79.19
Uzbekistan,1995,27.14,84.16
Uzbekistan,1996,29.57,95.49
Uzbekistan,1997,25.23,85.35
Uzbekistan,1998,25.14,83.16
Uzbekistan,1999,27.12,86.21
Uzbekistan,2000,31.64,88.67
Uzbekistan,2001,28.69,87.23
Uzbekistan,2002,24.2,71.08
Uzbekistan,2003,21.58,60.48
Uzbekistan,2004,17.12,50.92
Uzbekistan,2005,15.58,52.23
Uzbekistan,2009,15.92,44.94
Uzbekistan,2010,17.69,45.54
Uzbekistan,2011,20.09,47.05
Uzbekistan,2012,22.94,54.59
Uzbekistan,2013,23.99,54.87
Uzbekistan,2014,26.18,58.94
Uzbekistan,2017,2.47,4.99
Uzbekistan,2018,2.46,4.45
Uzbekistan,2019,2.6,4.31